Index	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
2998	3/20/1998	Mr. Nice Guy	$6,000,000	$12,716,953	$31,716,953
2999	1/1/1956	War and Peace	$6,000,000	$12,500,000	$12,500,000
3000	4/24/1998	Sliding Doors	$6,000,000	$11,911,200	$58,809,149
3001	5/24/1995	Tales from the Hood	$6,000,000	$11,784,569	$11,784,569
3002	10/13/1989	Halloween 5: The Revenge of Michael Myers	$6,000,000	$11,642,254	$11,642,254
3003	9/7/2012	The Words	$6,000,000	$11,494,838	$12,132,578
3004	12/15/2000	Pollock	$6,000,000	$8,596,914	$10,557,291
3005	2/15/2008	Dolphins and Whales Tribes of the Ocean 3D	$6,000,000	$7,714,996	$17,252,287
3006	2/26/1999	200 Cigarettes	$6,000,000	$6,852,450	$6,852,450
3007	3/19/2010	City Island	$6,000,000	$6,671,283	$6,671,283
3008	3/16/2012	Casa de mi Padre	$6,000,000	$5,909,483	$8,446,952
3009	7/29/2011	The Guard	$6,000,000	$5,359,774	$15,944,629
3010	4/21/2000	The Virgin Suicides	$6,000,000	$4,859,475	$10,619,770
3011	8/29/2008	College	$6,000,000	$4,694,491	$5,629,618
3012	12/4/1998	Little Voice	$6,000,000	$4,595,000	$21,787,233
3013	2/5/1999	Simply Irresistible	$6,000,000	$4,398,989	$4,398,989
3014	12/21/2006	Venus	$6,000,000	$3,347,411	$4,022,411
3015	7/20/2001	Hedwig and the Angry Inch	$6,000,000	$3,067,312	$3,643,900
3016	10/31/2003	Shattered Glass	$6,000,000	$2,207,975	$2,932,719
3017	7/3/2008	The Wackness	$6,000,000	$2,077,046	$3,330,012
3018	11/16/2001	Novocaine	$6,000,000	$2,025,238	$2,522,928
3019	7/15/2011	Snow Flower and the Secret Fan	$6,000,000	$1,348,205	$11,348,205
3020	12/7/2001	The Business of Strangers	$6,000,000	$1,030,920	$1,290,920
3021	8/30/1991	Beastmaster 2: Through the Portal of Time	$6,000,000	$773,490	$773,490
3022	6/18/1969	The Wild Bunch	$6,000,000	$509,424	$509,424
3023	3/25/2011	The 5th Quarter	$6,000,000	$408,159	$408,159
3024	2/2/1979	The First Great Train Robbery	$6,000,000	$391,942	$391,942
3025	12/20/2002	Morvern Callar	$6,000,000	$267,194	$267,194
3026	10/10/2003	The Flower of Evil	$6,000,000	$181,798	$181,798
3027	11/10/2006	Come Early Morning	$6,000,000	$119,452	$119,452
3028	4/2/2010	The Greatest	$6,000,000	$115,862	$115,862
3029	5/8/2009	Julia	$6,000,000	$65,108	$1,365,108
3030	4/5/2002	Lucky Break	$6,000,000	$54,606	$4,316,497
3031	10/3/2007	Lake of Fire	$6,000,000	$25,317	$26,007
3032	4/2/2010	Don McKay	$6,000,000	$13,722	$13,722
3033	5/10/2011	Hit List The	$6,000,000	$0	$0
3034	3/15/2011	A Shine of Rainbows	$6,000,000	$0	$0
3035	12/31/1995	Men of War	$6,000,000	$0	$0
3036	8/12/2005	11:14	$6,000,000	$0	$0
3037	2/4/1983	Videodrome	$5,952,000	$2,120,439	$2,120,439
3038	8/2/1996	Emma	$5,900,000	$22,231,658	$37,831,658
3039	5/16/2003	L'auberge espagnole	$5,900,000	$3,895,664	$3,895,664
3040	2/8/1968	The Planet of the Apes	$5,800,000	$33,395,426	$33,395,426
3041	3/7/1965	The Train	$5,800,000	$6,800,000	$6,800,000
3042	9/8/2006	Tom yum goong	$5,700,000	$12,044,087	$43,044,087
3043	8/27/1999	Stiff Upper Lips	$5,700,000	$69,582	$69,582
3044	9/7/2012	The Inbetweeners	$5,700,000	$35,955	$86,051,320
3045	3/12/2003	Bend it Like Beckham	$5,600,000	$32,543,449	$76,730,377
3046	9/1/2006	Crossover	$5,600,000	$7,009,668	$7,009,668
3047	6/21/2002	Sunshine State	$5,600,000	$3,064,356	$3,064,356
3048	12/25/1973	The Sting	$5,500,000	$159,616,327	$159,616,327
3049	9/25/1981	Chariots of Fire	$5,500,000	$57,159,946	$57,159,946
3050	2/25/2005	Diary of a Mad Black Woman	$5,500,000	$50,406,346	$50,425,450
3051	11/22/1996	Shine	$5,500,000	$35,811,509	$35,811,509
3052	9/27/2013	Don Jon	$5,500,000	$24,477,704	$26,377,704
3053	7/20/2001	Ghost World	$5,500,000	$6,217,849	$8,761,608
3054	12/14/2001	Iris	$5,500,000	$5,580,479	$15,155,021
3055	6/6/1980	Galaxina	$5,500,000	$4,865,000	$4,865,000
3056	11/26/2004	Les Choristes	$5,500,000	$3,629,758	$83,529,758
3057	10/3/2003	Wonderland	$5,500,000	$1,060,512	$1,060,512
3058	7/1/2005	De battre mon coeur s'est arrÃªtÃ©	$5,500,000	$1,023,424	$8,589,831
3059	4/1/2011	Haevnen	$5,500,000	$1,008,098	$5,691,237
3060	10/21/2011	Le Havre	$5,500,000	$611,709	$13,480,196
3061	5/17/2002	Harvard Man	$5,500,000	$56,653	$56,653
3062	7/15/2011	Salvation Boulevard	$5,500,000	$28,468	$28,468
3063	1/27/2006	Rang De Basanti	$5,300,000	$2,197,694	$29,197,694
3064	10/27/2000	A Room for Romeo Brass	$5,250,000	$20,097	$20,097
3065	8/1/1944	Wilson	$5,200,000	$2,000,000	$2,000,000
3066	8/5/2005	Saint Ralph	$5,200,000	$795,126	$1,695,126
3067	10/3/1980	Somewhere in Time	$5,100,000	$9,709,597	$9,709,597
3068	4/19/2002	My Big Fat Greek Wedding	$5,000,000	$241,438,208	$352,242,522
3069	9/26/1986	Crocodile Dundee	$5,000,000	$174,803,506	$328,000,000
3070	10/21/2011	Paranormal Activity 3	$5,000,000	$104,028,807	$207,039,844
3071	10/28/2005	Saw II	$5,000,000	$87,025,093	$152,925,093
3072	9/13/2013	Insidious Chapter 2	$5,000,000	$83,586,447	$161,853,400
3073	10/25/2002	Jackass: The Movie	$5,000,000	$64,282,312	$79,282,312
3074	10/19/2012	Paranormal Activity 4	$5,000,000	$53,900,335	$142,793,842
3075	2/27/1987	A Nightmare On Elm Street 3: Dream Warriors	$5,000,000	$44,793,222	$44,793,222
3076	9/16/1953	The Robe	$5,000,000	$36,000,000	$36,000,000
3077	9/13/1991	Freddy's Dead: The Final Nightmare	$5,000,000	$34,872,033	$34,872,033
3078	12/24/2003	Monster	$5,000,000	$34,469,210	$58,003,694
3079	1/3/2014	Paranormal Activity: The Marked Ones	$5,000,000	$32,316,350	$86,216,350
3080	12/23/1954	20,000 Leagues Under the Sea	$5,000,000	$28,200,000	$28,200,000
3081	10/3/1980	The Elephant Man	$5,000,000	$26,010,864	$26,010,864
3082	3/16/2001	Memento	$5,000,000	$25,544,867	$39,723,096
3083	8/26/2011	Our Idiot Brother	$5,000,000	$24,814,830	$25,861,249
3084	7/21/2006	Clerks II	$5,000,000	$24,148,068	$25,894,473
3085	4/8/1998	The Players Club	$5,000,000	$23,047,939	$23,047,939
3086	10/13/2000	Billy Elliot	$5,000,000	$21,995,263	$109,280,263
3087	7/5/2013	The Way Way Back	$5,000,000	$21,502,690	$21,502,690
3088	12/17/1997	The Apostle	$5,000,000	$20,733,485	$21,277,770
3089	11/3/1982	The Man From Snowy River	$5,000,000	$20,659,423	$20,659,423
3090	10/23/1991	House Party 2	$5,000,000	$19,438,638	$19,438,638
3091	3/26/1999	Doug's 1st Movie	$5,000,000	$19,421,271	$19,421,271
3092	9/18/1981	Mommie Dearest	$5,000,000	$19,032,000	$25,032,000
3093	10/1/1988	Halloween 4: The Return of Michael Myers	$5,000,000	$17,768,757	$17,768,757
3094	9/2/2011	Apollo 18	$5,000,000	$17,686,929	$26,517,819
3095	9/29/1995	Halloween: The Curse of Michael Myers	$5,000,000	$15,126,948	$15,126,948
3096	1/1/1954	The Egyptian	$5,000,000	$15,000,000	$15,000,000
3097	11/7/1997	Eve's Bayou	$5,000,000	$14,843,425	$14,843,425
3098	4/10/1981	Nighthawks	$5,000,000	$14,600,000	$19,600,000
3099	7/28/1989	Friday the 13th Part VIII: Jason Takes Manhattan	$5,000,000	$14,343,976	$14,343,976
3100	3/15/2013	Spring Breakers	$5,000,000	$14,124,286	$30,669,531
3101	3/15/2002	Y Tu MamÃ¡ TambiÃ©n	$5,000,000	$13,649,881	$33,649,881
3102	9/24/2004	Shaun of the Dead	$5,000,000	$13,542,874	$30,332,385
3103	6/21/1996	Lone Star	$5,000,000	$12,961,389	$12,961,389
3104	3/27/1986	April Fool's Day	$5,000,000	$12,947,763	$12,947,763
3105	4/2/1982	Diner	$5,000,000	$12,592,907	$12,592,907
3106	4/15/1983	Lone Wolf McQuade	$5,000,000	$12,232,628	$12,232,628
3107	3/13/2009	Sunshine Cleaning	$5,000,000	$12,062,558	$16,462,558
3108	1/1/1959	Solomon and Sheba	$5,000,000	$11,000,000	$11,000,000
3109	1/1/1957	A Farewell To Arms	$5,000,000	$11,000,000	$11,000,000
3110	8/20/1982	The Beastmaster	$5,000,000	$10,751,126	$10,751,126
3111	1/9/2009	Not Easily Broken	$5,000,000	$10,572,742	$10,732,909
3112	10/6/2000	Digimon: The Movie	$5,000,000	$9,628,751	$16,628,751
3113	5/28/2004	Saved!	$5,000,000	$8,886,160	$10,228,228
3114	5/9/2003	Les invasions barbares	$5,000,000	$8,460,000	$8,460,000
3115	3/11/1976	Robin and Marian	$5,000,000	$8,000,000	$8,000,000
3116	12/22/1978	Force 10 from Navaronea	$5,000,000	$7,100,000	$7,100,000
3117	4/27/2001	The Forsaken	$5,000,000	$6,755,271	$6,755,271
3118	7/21/1989	UHF	$5,000,000	$6,157,157	$6,157,157
3119	5/28/2010	Sea Rex 3D: Journey to a Prehistoric World	$5,000,000	$6,096,582	$16,515,203
3120	1/6/2006	Grandma's Boy	$5,000,000	$6,090,172	$6,590,172
3121	8/14/1998	Slums of Beverly Hills	$5,000,000	$5,502,773	$5,502,773
3122	5/28/1969	C'era una volta il West	$5,000,000	$5,321,508	$5,321,508
3123	7/13/2001	Made	$5,000,000	$5,308,707	$5,476,060
3124	11/19/2004	La mala educaciÃ³n	$5,000,000	$5,211,842	$40,311,842
3125	6/12/2009	Moon	$5,000,000	$5,010,163	$10,676,073
3126	5/12/2006	Keeping Up with the Steins	$5,000,000	$4,339,241	$4,414,154
3127	10/10/1997	The Sweet Hereafter	$5,000,000	$4,306,697	$7,951,247
3128	2/25/2011	Des Hommes et Des Dieux	$5,000,000	$3,954,651	$46,263,525
3129	8/27/1982	Jekyll and Hyde... Together Again	$5,000,000	$3,707,583	$3,707,583
3130	5/13/2011	Everything Must Go	$5,000,000	$2,712,131	$2,712,131
3131	12/17/2010	Rabbit Hole	$5,000,000	$2,229,058	$5,839,592
3132	1/30/1998	Zero Effect	$5,000,000	$2,080,693	$2,080,693
3133	10/22/2004	The Machinist	$5,000,000	$1,082,044	$8,782,570
3134	9/21/1992	Light Sleeper	$5,000,000	$1,050,861	$1,050,861
3135	8/29/2003	Party Monster	$5,000,000	$742,898	$894,030
3136	2/21/1996	Bottle Rocket	$5,000,000	$407,488	$407,488
3137	1/17/1997	Albino Alligator	$5,000,000	$353,480	$353,480
3138	8/3/2007	Gandhi, My Father	$5,000,000	$240,425	$1,375,194
3139	4/25/2008	Standard Operating Procedure	$5,000,000	$228,830	$228,830
3140	3/27/1998	No Looking Back	$5,000,000	$143,273	$143,273
3141	6/13/2003	Tycoon	$5,000,000	$121,016	$121,016
3142	6/4/1999	Desert Blue	$5,000,000	$99,147	$99,147
3143	2/27/2004	Decoys	$5,000,000	$84,733	$96,760
3144	11/16/2007	Redacted	$5,000,000	$65,388	$765,388
3145	1/28/2005	Fascination	$5,000,000	$16,670	$83,356
3146	1/30/2007	Farce of the Penguins	$5,000,000	$0	$0
3147	8/29/2008	Obsluhoval jsem anglickÃ©ho krÃ¡le	$4,900,000	$617,228	$7,174,984
3148	11/20/1996	Sling Blade	$4,833,610	$24,475,416	$34,175,000
3149	1/6/2006	Hostel	$4,800,000	$47,326,473	$82,241,110
3150	9/30/2011	Take Shelter	$4,750,000	$1,728,953	$3,128,953
3151	1/27/2006	Tristram Shandy: A Cock and Bull Story	$4,750,000	$1,253,413	$3,061,763
3152	8/22/1986	The Texas Chainsaw Massacre 2	$4,700,000	$8,025,872	$8,025,872
3153	4/22/1988	Lady in White	$4,700,000	$1,705,139	$1,705,139
3154	10/13/2006	Driving Lessons	$4,700,000	$239,962	$239,962
3155	5/23/1973	Pat Garrett and Billy the Kid	$4,638,783	$8,000,000	$11,000,000
3156	7/16/2004	Camping Sauvage	$4,600,000	$3,479,302	$3,479,302
3157	3/4/2005	Dear Frankie	$4,600,000	$1,340,891	$3,147,385
3158	6/24/2011	Le nom des gens	$4,600,000	$514,237	$9,261,711
3159	5/28/2008	Savage Grace	$4,600,000	$434,417	$968,805
3160	10/19/2007	Out of the Blue	$4,600,000	$728	$731,767
3161	3/23/1984	Police Academy	$4,500,000	$81,198,894	$81,198,894
3162	3/9/1994	Four Weddings and a Funeral	$4,500,000	$52,700,832	$242,895,809
3163	8/13/1982	Fast Times at Ridgemont High	$4,500,000	$27,092,880	$27,092,880
3164	9/28/1996	Secrets & Lies	$4,500,000	$13,417,292	$13,417,292
3165	12/19/2002	25th Hour	$4,500,000	$13,084,595	$25,344,490
3166	1/1/1956	Moby Dick	$4,500,000	$10,400,000	$10,400,000
3167	10/4/1996	Bound	$4,500,000	$3,802,260	$7,011,317
3168	10/6/2000	Requiem for a Dream	$4,500,000	$3,635,482	$7,390,108
3169	3/9/1962	State Fair	$4,500,000	$3,500,000	$3,500,000
3170	10/24/2008	Låt den rÃ¤tte komma in	$4,500,000	$2,122,085	$12,247,682
3171	2/12/1999	Tango	$4,500,000	$1,687,311	$5,428,387
3172	4/23/1986	Salvador	$4,500,000	$1,500,000	$1,500,000
3173	9/2/2011	Salvando al Soldado Perez	$4,500,000	$1,400,726	$9,330,465
3174	10/26/2001	Donnie Darko	$4,500,000	$1,270,522	$7,696,529
3175	3/27/1998	Karakter	$4,500,000	$713,413	$713,413
3176	8/19/2011	Mozart's Sister	$4,500,000	$707,885	$707,885
3177	3/14/2003	Spun	$4,500,000	$410,241	$1,022,649
3178	7/23/2010	Life During Wartime	$4,500,000	$281,447	$281,447
3179	5/4/2006	Chinjeolhan geumjassi	$4,500,000	$211,667	$23,471,871
3180	10/7/2011	Blackthorn	$4,500,000	$200,558	$1,249,765
3181	4/18/2003	Lilja 4-ever	$4,500,000	$181,655	$4,762,172
3182	2/22/2002	Mean Machine	$4,500,000	$92,723	$92,723
3183	8/31/2007	Fong juk	$4,500,000	$51,957	$51,957
3184	11/19/1975	One Flew Over the Cuckoo's Nest	$4,400,000	$108,981,275	$108,981,275
3185	6/25/1976	Silent Movie	$4,400,000	$36,145,695	$36,145,695
3186	6/6/2003	Whale Rider	$4,300,000	$20,779,666	$39,892,476
3187	6/13/2001	Sexy Beast	$4,300,000	$6,946,056	$10,154,577
3188	12/4/2009	Paa	$4,300,000	$199,228	$9,791,282
3189	10/19/1990	Night of the Living Dead	$4,200,000	$5,835,247	$5,835,247
3190	2/17/2006	Nochnoy dozor	$4,200,000	$1,502,188	$33,913,542
3191	8/13/2010	Animal Kingdom	$4,200,000	$1,044,039	$8,078,683
3192	5/28/2010	George A. Romero's Survival of the Dead	$4,200,000	$101,740	$101,740
3193	3/6/1998	Love and Death on Long Island	$4,030,000	$2,542,264	$2,542,264
3194	3/19/1982	Porky's	$4,000,000	$109,492,484	$109,492,484
3195	2/5/1953	Peter Pan	$4,000,000	$87,400,000	$87,400,000
3196	11/25/1992	The Crying Game	$4,000,000	$62,546,695	$62,546,695
3197	9/12/2003	Lost in Translation	$4,000,000	$44,585,453	$112,550,685
3198	4/20/1977	Annie Hall	$4,000,000	$38,251,425	$38,251,425
3199	1/10/1952	The Greatest Show on Earth	$4,000,000	$36,000,000	$36,000,000
3200	10/27/1995	Leaving Las Vegas	$4,000,000	$31,983,777	$49,800,000
3201	12/26/2001	Monster's Ball	$4,000,000	$31,273,922	$43,766,463
3202	1/1/1960	Exodus	$4,000,000	$21,750,000	$21,750,000
3203	7/9/2010	The Kids Are All Right	$4,000,000	$20,811,365	$36,275,469
3204	8/17/1979	The Life of Brian	$4,000,000	$20,008,693	$20,008,693
3205	3/1/2013	The Last Exorcism Part II	$4,000,000	$15,179,303	$18,541,236
3206	12/17/1974	The Front Page	$4,000,000	$15,000,000	$15,000,000
3207	1/1/1956	Trapeze	$4,000,000	$14,400,000	$14,400,000
3208	8/16/1985	The Return of the Living Dead	$4,000,000	$14,237,880	$14,237,880
3209	6/25/2004	De-Lovely	$4,000,000	$13,337,299	$18,396,382
3210	11/4/1988	They Live	$4,000,000	$13,000,000	$13,000,000
3211	8/4/2000	Saving Grace	$4,000,000	$12,178,602	$27,786,849
3212	8/8/1963	The Great Escape	$4,000,000	$11,744,471	$11,744,471
3213	2/6/2004	What the #$'! Do We Know	$4,000,000	$10,941,801	$10,941,801
3214	7/28/2006	Scoop	$4,000,000	$10,525,717	$39,375,361
3215	11/14/2001	The Wash	$4,000,000	$10,097,096	$10,097,096
3216	3/1/2000	3 Strikes	$4,000,000	$9,821,335	$9,821,335
3217	4/11/2008	The Visitor	$4,000,000	$9,427,026	$16,784,953
3218	11/26/2003	The Cooler	$4,000,000	$8,291,572	$10,464,788
3219	1/1/1961	The Misfits	$4,000,000	$8,200,000	$8,200,000
3220	8/4/2006	The Night Listener	$4,000,000	$7,836,393	$10,547,755
3221	2/3/1995	The Jerky Boys	$4,000,000	$7,555,256	$7,555,256
3222	5/25/2007	Bug	$4,000,000	$7,006,708	$7,006,708
3223	10/11/2002	The Rules of Attraction	$4,000,000	$6,525,762	$11,799,060
3224	12/19/1969	Topaz	$4,000,000	$6,000,000	$6,000,000
3225	11/17/2006	Let's Go to Prison	$4,000,000	$4,630,045	$4,630,045
3226	12/25/1995	Four Rooms	$4,000,000	$4,301,000	$4,301,000
3227	4/25/2003	The Real Cancun	$4,000,000	$3,816,594	$3,816,594
3228	12/1/1988	Talk Radio	$4,000,000	$3,468,572	$3,468,572
3229	1/31/1997	Waiting for Guffman	$4,000,000	$2,922,988	$2,922,988
3230	9/10/1999	Love Stinks	$4,000,000	$2,793,776	$2,793,776
3231	6/22/2007	You Kill Me	$4,000,000	$2,426,851	$2,426,851
3232	9/16/2005	Thumbsucker	$4,000,000	$1,328,679	$1,919,197
3233	3/5/2011	Red State	$4,000,000	$1,065,429	$1,065,429
3234	9/30/2005	MirrorMask	$4,000,000	$864,959	$963,224
3235	3/31/1987	Barbarians, The	$4,000,000	$800,000	$800,000
3236	2/28/2003	Poolhall Junkies	$4,000,000	$563,711	$563,711
3237	5/28/1999	The Loss of Sexual Innocence	$4,000,000	$399,793	$399,793
3238	3/4/1988	Prison	$4,000,000	$354,704	$354,704
3239	5/1/1998	Shooting Fish	$4,000,000	$302,204	$302,204
3240	5/8/2009	Adoration	$4,000,000	$294,244	$384,244
3241	8/4/2000	Psycho Beach Party	$4,000,000	$267,972	$267,972
3242	1/28/2000	The Big Tease	$4,000,000	$185,577	$185,577
3243	7/25/2003	Mondays in the Sun	$4,000,000	$146,402	$146,402
3244	4/1/2011	Trust	$4,000,000	$120,016	$120,016
3245	12/22/2000	An Everlasting Piece	$4,000,000	$75,078	$75,078
3246	3/26/1999	Among Giants	$4,000,000	$64,359	$64,359
3247	7/16/1999	The Velocity of Gary	$4,000,000	$34,145	$34,145
3248	12/27/2002	Sonny	$4,000,000	$17,639	$17,639
3249	6/20/1997	The Last Time I Committed Suicide	$4,000,000	$12,836	$12,836
3250	3/20/2012	A Lonely Place to Die	$4,000,000	$0	$442,550
3251	1/1/1930	Hell's Angels	$4,000,000	$0	$0
3252	11/9/1972	1776	$4,000,000	$0	$0
3253	12/31/2013	Geograf globus propil	$4,000,000	$0	$0
3254	12/31/2012	The Helpers	$4,000,000	$0	$0
3255	12/15/1939	Gone with the Wind	$3,900,000	$198,680,470	$390,525,192
3256	12/12/1966	A Man for All Seasons	$3,900,000	$28,350,000	$28,350,000
3257	12/30/1925	Ben-Hur	$3,900,000	$9,000,000	$9,000,000
3258	1/1/1976	Network	$3,800,000	$23,689,877	$23,689,877
3259	1/14/2011	Down for Life	$3,800,000	$41,914	$41,914
3260	4/30/2010	The Good Heart	$3,800,000	$20,930	$340,930
3261	4/7/1965	Major Dundee	$3,800,000	$14,873	$14,873
3262	5/17/1950	Annie Get Your Gun	$3,768,785	$8,000,000	$8,000,000
3263	8/11/2006	Casa de Areia	$3,750,000	$539,285	$1,178,175
3264	5/13/1970	The Ballad of Cable Hogue	$3,716,946	$3,500,000	$5,000,000
3265	1/1/1948	The Pirate	$3,700,000	$2,956,000	$2,956,000
3266	11/21/2006	The History Boys	$3,700,000	$2,730,296	$13,425,589
3267	11/3/2006	Unknown	$3,700,000	$26,403	$3,080,493
3268	5/25/1969	Midnight Cowboy	$3,600,000	$44,785,053	$44,785,053
3269	7/4/1980	Airplane!	$3,500,000	$83,453,539	$83,453,539
3270	1/1/1970	M*A*S*H	$3,500,000	$81,600,000	$81,600,000
3271	8/13/1997	The Full Monty	$3,500,000	$45,950,122	$257,938,649
3272	5/26/1993	Menace II Society	$3,500,000	$27,731,527	$27,731,527
3273	4/26/1995	Friday	$3,500,000	$27,467,564	$27,936,778
3274	12/6/2002	Empire	$3,500,000	$17,504,595	$18,495,444
3275	5/1/1987	Creepshow 2	$3,500,000	$14,000,000	$14,000,000
3276	1/1/1967	In Cold Blood	$3,500,000	$13,000,000	$13,000,000
3277	1/1/1959	The Nun's Story	$3,500,000	$12,800,000	$12,800,000
3278	6/21/1972	Frenzy	$3,500,000	$12,600,000	$12,600,000
3279	2/23/1966	Harper	$3,500,000	$12,000,000	$12,000,000
3280	5/27/1998	I Got the Hook-Up!	$3,500,000	$10,317,779	$10,317,779
3281	8/23/1996	She's the One	$3,500,000	$9,482,579	$13,795,053
3282	1/1/1980	Terror Train	$3,500,000	$8,000,000	$8,000,000
3283	11/6/1998	Gods and Monsters	$3,500,000	$6,451,628	$6,451,628
3284	4/16/2010	El secreto de sus ojos	$3,500,000	$6,391,436	$40,527,719
3285	3/13/1987	Evil Dead II	$3,500,000	$5,923,044	$5,923,044
3286	7/3/1985	Day of the Dead	$3,500,000	$5,804,262	$34,004,262
3287	6/29/2001	Pootie Tang	$3,500,000	$3,293,258	$3,293,258
3288	4/19/2000	La otra conquista	$3,500,000	$886,410	$886,410
3289	9/14/2007	Ira and Abby	$3,500,000	$221,096	$221,096
3290	2/17/2006	Winter Passing	$3,500,000	$107,492	$113,783
3291	3/25/2005	D.E.B.S.	$3,500,000	$96,793	$96,793
3292	6/26/2009	Surveillance	$3,500,000	$27,349	$1,396,395
3293	9/17/1999	Taxman	$3,500,000	$9,871	$9,871
3294	11/7/2006	Secret, The	$3,500,000	$0	$0
3295	5/17/2013	Jagten	$3,450,000	$687,185	$687,185
3296	6/24/2005	La marche de l'empereur	$3,400,000	$77,437,223	$129,437,223
3297	12/23/1977	High Anxiety	$3,400,000	$31,063,038	$31,063,038
3298	10/21/2011	Margin Call	$3,400,000	$5,353,586	$17,872,206
3299	4/23/2004	L'incomparable mademoiselle C.	$3,400,000	$493,905	$493,905
3300	7/11/2008	August	$3,400,000	$12,636	$12,636
3301	10/26/2007	Bella	$3,300,000	$8,093,373	$12,405,473
3302	1/17/2003	Cidade de Deus	$3,300,000	$7,563,397	$32,059,295
3303	5/5/2000	Human Traffic	$3,300,000	$104,257	$5,422,740
3304	12/29/2006	The Dead Girl	$3,300,000	$19,875	$19,875
3305	11/18/1983	A Christmas Story	$3,250,000	$20,605,209	$20,605,209
3306	8/20/1982	Class of 1984	$3,250,000	$6,965,361	$6,965,361
3307	1/30/2009	Entre les murs	$3,250,000	$3,766,810	$34,114,067
3308	10/29/1999	Dreaming of Joseph Lees	$3,250,000	$7,680	$7,680
3309	6/12/1968	Rosemary's Baby	$3,200,000	$33,395,426	$33,395,426
3310	1/1/1962	The Man Who Shot Liberty Valance	$3,200,000	$8,000,000	$8,000,000
3311	7/16/2004	Maria Full of Grace	$3,200,000	$6,529,624	$14,441,158
3312	6/3/2011	Beginners	$3,200,000	$5,790,894	$11,564,267
3313	7/29/2009	Adam	$3,200,000	$2,277,396	$2,828,590
3314	9/22/2006	Feast	$3,200,000	$56,131	$341,808
3315	1/1/1946	It's a Wonderful Life	$3,180,000	$6,600,000	$6,600,000
3316	7/19/1996	Trainspotting	$3,100,000	$16,501,785	$24,000,785
3317	7/28/1978	National Lampoon's Animal House	$3,000,000	$141,600,000	$141,600,000
3318	10/20/2010	Paranormal Activity 2	$3,000,000	$84,752,907	$177,512,032
3319	6/7/2013	The Purge	$3,000,000	$64,473,115	$91,099,711
3320	12/22/1964	Goldfinger	$3,000,000	$51,100,000	$124,900,000
3321	10/12/2012	Sinister	$3,000,000	$48,086,903	$87,727,807
3322	8/18/2000	The Original Kings of Comedy	$3,000,000	$38,168,022	$38,236,338
3323	12/18/1957	The Bridge on the River Kwai	$3,000,000	$33,300,000	$33,300,000
3324	1/1/1978	Coming Home	$3,000,000	$32,653,000	$32,653,000
3325	11/20/1998	Waking Ned Devine	$3,000,000	$24,793,251	$55,193,251
3326	8/1/1997	Air Bud	$3,000,000	$24,646,936	$27,788,649
3327	10/11/2002	Bowling for Columbine	$3,000,000	$21,576,018	$58,576,018
3328	11/1/1985	A Nightmare On Elm Street Part 2: Freddy's Revenge	$3,000,000	$21,163,999	$21,163,999
3329	6/10/1975	Love and Death	$3,000,000	$20,123,742	$20,123,742
3330	8/1/1986	Friday the 13th Part VI: Jason Lives	$3,000,000	$19,472,057	$19,472,057
3331	8/2/2002	Martin Lawrence Live: RunTelDat	$3,000,000	$19,184,820	$19,184,820
3332	1/1/1960	The Apartment	$3,000,000	$18,600,000	$24,600,000
3333	2/15/2002	Super Troopers	$3,000,000	$18,492,362	$23,046,142
3334	9/20/1958	Cat on a Hot Tin Roof	$3,000,000	$17,570,324	$17,570,324
3335	5/26/1970	Beneath the Planet of the Apes	$3,000,000	$17,489,009	$17,489,009
3336	4/6/2001	Pokemon 3: The Movie	$3,000,000	$17,052,128	$68,452,128
3337	8/13/1993	Jason Goes to Hell: The Final Friday	$3,000,000	$15,935,068	$15,935,068
3338	4/27/1990	Spaced Invaders	$3,000,000	$15,000,000	$15,000,000
3339	4/9/1976	Family Plot	$3,000,000	$13,200,000	$13,200,000
3340	7/16/1966	Torn Curtain	$3,000,000	$13,000,000	$13,000,000
3341	3/3/2006	Dave Chappelle's Block Party	$3,000,000	$11,718,595	$12,051,924
3342	10/25/1985	Krush Groove	$3,000,000	$11,052,713	$11,052,713
3343	1/1/1960	Elmer Gantry	$3,000,000	$10,400,000	$10,400,000
3344	5/8/2009	Next Day Air	$3,000,000	$10,027,047	$10,172,519
3345	5/12/1999	Trippin'	$3,000,000	$9,017,070	$9,017,070
3346	1/1/1948	Red River	$3,000,000	$9,012,000	$9,012,000
3347	8/8/2001	The Deep End	$3,000,000	$8,823,109	$10,091,739
3348	11/20/1987	Teen Wolf Too	$3,000,000	$7,888,000	$7,888,000
3349	4/7/2006	Phat Girlz	$3,000,000	$7,061,128	$7,301,080
3350	7/8/1988	Phantasm II	$3,000,000	$7,000,000	$7,000,000
3351	10/18/2002	Real Women Have Curves	$3,000,000	$5,853,194	$5,853,194
3352	8/28/1981	Gallipoli	$3,000,000	$5,732,587	$5,732,587
3353	4/28/2006	Water	$3,000,000	$5,529,144	$8,119,205
3354	4/14/2000	East is East	$3,000,000	$4,170,647	$30,438,635
3355	9/1/2000	Whipped	$3,000,000	$4,142,507	$4,142,507
3356	2/28/1997	Kama Sutra	$3,000,000	$4,109,095	$4,109,095
3357	4/30/2010	Please Give	$3,000,000	$4,033,574	$4,570,178
3358	6/30/1971	Willy Wonka & the Chocolate Factory	$3,000,000	$4,000,000	$4,000,000
